superalimento_id,nombre,nombre_cientifico,categoria_id,descripcion,origen,forma_consumo,disponibilidad,precio_relativo,precauciones,funcion_principal,tipo_alimento,proveedor,preciokilo,calorias,proteinas,carbohidratos,grasas_totales,grasas_saturadas,grasas_insaturadas,omega_3,omega_6,fibra,azucares,indice_glucemico,unidad_medida,porcion_referencia,vitamina_a,vitamina_c,vitamina_d,vitamina_e,vitamina_k,vitamina_b1,vitamina_b2,vitamina_b3,vitamina_b5,vitamina_b6,vitamina_b9,vitamina_b12,calcio,hierro,magnesio,fosforo,potasio,sodio,zinc,cobre,manganeso,selenio,yodo,polifenoles,flavonoides,carotenoides,antocianinas,capacidad_antioxidante_total,tipo_procesamiento,dosis_min_diaria,dosis_max_diaria,unidad_dosis,fuente_cientifica_dosis,clasificacion,sinergias,antisinergias,biodisponibilidad_porcentaje,claims_seremi,claims_referencia
30,remolacha,beta vulgaris,6,"raiz roja rica en nitratos, betaina y antioxidantes.",europa,"cocida, cruda rallada, en zumos, ensaladas o sopas.",estacional / todo el ano,1,puede colorear la orina y heces. alta en oxalatos y azucares.,🧬 rendimiento deportivo,fruta / jugo,herbanatural,55.0,290.0,18.0,48.0,6.0,1.0,5.0,0.4,1.5,14.0,5.0,35.0,g,100,33.0,4.9,0.0,0.04,0.2,0.03,0.04,0.33,0.16,0.07,109.0,0.0,16.0,0.8,23.0,40.0,325.0,78.0,0.4,0.08,0.33,0.4,0.0,1767,76.0,33.0,76.0,76.0,alimento_completo,5.0,15.0,g,Nutrients 9(1):43 (2017),alimento_comun,,calcio (oxalatos reducen absorcion),60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra,por_100g
31,batata,ipomoea batatas,6,"tuberculo naranja rico en betacarotenos, vitamina a y fibra.",america central y del sur,"asada, hervida, en pure, chips o productos horneados.",estacional / todo el ano,1,relativamente segura. indice glucemico moderado.,🔥 antioxidante,fruta / jugo,herbanatural,56.0,275.0,12.0,55.0,3.0,0.6,2.4,0.1,0.7,10.0,12.0,55.0,g,100,14187.0,2.4,0.0,0.26,1.8,0.08,0.06,0.56,0.8,0.21,11.0,0.0,30.0,0.6,25.0,47.0,337.0,55.0,0.3,0.15,0.26,0.6,0.0,902,78.0,14187.0,0.0,19.2,alimento_completo,,,,,alimento_funcional,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_vitamina_a|excelente_fuente_vitamina_a,por_100g
32,reishi,ganoderma lucidum,7,hongo medicinal rojo brillante usado tradicionalmente en medicina china.,asia,"en polvo, extracto, capsulas o infusiones.",todo el ano,4,puede interactuar con anticoagulantes y medicamentos inmunosupresores. no recomendado durante embarazo.,🛡 sistema inmune,hongo funcional,herbanatural,57.0,320.0,22.0,45.0,8.5,1.8,6.7,0.6,2.0,16.0,4.0,30.0,g,100,0.0,0.0,0.0,0.0,0.0,0.1,1.9,60.6,22.0,2.8,0.0,0.0,11.0,15.0,80.0,45.0,1500.0,28.0,4.0,5.1,2.8,70.0,0.0,0,0.0,0.0,0.0,168.0,alimento_completo,1.0,3.0,g,International Journal of Medicinal Mushrooms 16(3):195-206 (2014),adaptogeno,,,55,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_potasio|excelente_fuente_potasio,por_100g
33,shiitake,lentinula edodes,7,hongo comestible y medicinal con propiedades inmunomoduladoras.,asia oriental,"fresco o seco en salteados, sopas, guisos o extractos.",todo el ano,2,puede causar reacciones alergicas en personas sensibles. debe cocinarse adecuadamente.,🛡 sistema inmune,hongo funcional,herbanatural,58.0,310.0,20.0,50.0,6.5,1.2,5.3,0.3,1.8,13.0,6.0,40.0,g,100,0.0,0.0,0.0,0.0,0.0,0.15,0.22,3.9,5.0,0.29,13.0,0.0,2.0,0.4,20.0,112.0,304.0,9.0,1.0,0.14,0.23,5.7,0.0,0,0.0,0.0,0.0,27.6,alimento_completo,,,,,alimento_funcional,,,60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra,por_100g
34,chaga,inonotus obliquus,7,hongo negro que crece en abedules con potentes propiedades antioxidantes.,regiones frias del hemisferio norte,"en trozos para infusion, polvo o extracto.",todo el ano,4,puede interactuar con anticoagulantes y medicamentos para la diabetes.,🔥 antioxidante,hongo funcional,herbanatural,59.0,295.0,16.0,48.0,5.5,1.0,4.5,0.2,1.2,11.0,9.0,50.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,146.0,alimento_completo,,,,,superalimento,,,60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra,por_100g
35,maitake,grifola frondosa,7,hongo con forma de abanico con propiedades inmunomoduladoras.,japon y norteamerica,"fresco en salteados, sopas o extracto.",estacional,3,puede interactuar con medicamentos para la diabetes y la presion arterial.,🛡 sistema inmune,hongo funcional,herbanatural,60.0,285.0,14.0,52.0,4.0,0.8,3.2,0.1,0.9,9.0,15.0,60.0,g,100,0.0,0.0,0.0,0.0,0.0,0.1,0.17,6.5,1.5,0.11,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,37.9,alimento_completo,,,,,alimento_funcional,,,60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra,por_100g
36,cordyceps,cordyceps sinensis,7,hongo parasitario con propiedades adaptogenas y energizantes.,meseta tibetana,"en polvo, capsulas o extracto.",todo el ano,5,puede interactuar con inmunosupresores y anticoagulantes. precaucion en trastornos autoinmunes.,🧬 energizante,hongo funcional,herbanatural,61.0,380.0,8.0,15.0,34.0,12.0,22.0,0.1,2.5,8.0,3.0,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,78.0,alimento_completo,1.0,3.0,g,Journal of Dietary Supplements 13(4):385-402 (2016),adaptogeno,,,65,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra,por_100g
37,kombucha,n/a (fermentacion de te),8,bebida fermentada de te con probioticos y acidos organicos.,originaria de asia,"como bebida, pura o saborizada.",todo el ano,2,contiene pequenas cantidades de alcohol. no recomendada en embarazo o inmunosupresion. riesgo de contaminacion si se elabora incorrectamente.,🥬 probiotico,fruta / jugo,herbanatural,62.0,449.0,25.8,30.9,30.9,4.7,26.2,0.1,15.6,12.5,6.0,15.0,g,100,0.0,10.0,0.0,0.0,0.0,0.02,0.02,0.2,0.1,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.7,alimento_completo,,,,,alimento_funcional,,,60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_vitamina_c,por_100g
38,kefir,n/a (cultivo simbiotico),8,producto lacteo fermentado rico en probioticos y nutrientes.,caucaso,"como bebida, en batidos o como base para salsas.",todo el ano,2,contiene lactosa aunque en menor cantidad que la leche. existe version de agua.,🥬 probiotico,lacteo,herbanatural,63.0,446.0,25.8,20.0,36.5,5.1,31.4,0.1,17.5,10.6,4.7,15.0,g,100,500.0,0.0,0.1,0.11,0.5,0.03,0.14,0.07,0.31,0.05,12.0,0.5,125.0,0.1,12.0,95.0,150.0,40.0,0.4,0.01,0.01,1.0,0.0,0,0.0,500.0,0.0,0.5,alimento_completo,,,,,alimento_funcional,,,60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_calcio|buena_fuente_vitamina_a|excelente_fuente_vitamina_a,por_100g
39,kimchi,n/a (fermentacion de col),8,col fermentada picante coreana rica en probioticos y vitaminas.,corea,"como acompanamiento, en arroces, sopas o guisos.",todo el ano,2,alto contenido en sodio. puede causar acidez en personas sensibles.,🥬 probiotico,otro,herbanatural,64.0,553.0,18.1,13.7,49.2,6.3,42.9,0.1,28.1,6.7,2.6,15.0,g,100,2940.0,19.7,0.0,0.0,0.0,0.03,0.21,1.9,0.18,0.19,541.0,0.0,45.0,2.4,28.0,34.0,151.0,498.0,0.7,0.09,0.26,0.8,0.0,0,0.0,2940.0,0.0,18.9,alimento_completo,,,,,alimento_funcional,,,60,buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_hierro|buena_fuente_vitamina_a|excelente_fuente_vitamina_a|buena_fuente_vitamina_c|excelente_fuente_vitamina_c,por_100g
40,tempeh,n/a (fermentacion de soja),8,producto fermentado de soja con alto contenido proteico y probioticos.,indonesia,"salteado, a la plancha, en guisos o como sustituto de carne.",todo el ano,2,"contiene soja, un alergeno comun. no recomendado en algunas condiciones tiroideas.",🥬 probiotico,proteina animal,herbanatural,65.0,628.0,15.2,16.1,64.0,12.4,51.6,0.1,38.4,6.7,4.6,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.08,0.36,2.6,0.28,0.21,24.0,0.0,111.0,2.7,81.0,266.0,412.0,9.0,1.1,0.56,1.3,0.0,0.0,0,0.0,0.0,0.0,9.8,materia_prima,,,,,alimento_funcional,,,60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_calcio|buena_fuente_hierro|buena_fuente_potasio,por_100g
41,miso,n/a (fermentacion de soja),8,pasta fermentada de soja utilizada como condimento en la cocina japonesa.,japon,"en sopas, aderezos, marinados o salsas.",todo el ano,2,"alto contenido en sodio. contiene soja, un alergeno comun.",🥬 probiotico,otro,herbanatural,66.0,567.0,21.2,21.6,49.9,3.8,46.1,0.1,12.1,12.5,4.4,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.1,0.23,0.91,0.2,0.22,19.0,0.0,57.0,2.5,48.0,159.0,210.0,3647.0,1.1,0.34,0.86,0.0,0.0,0,0.0,0.0,0.0,7.6,alimento_completo,,,,,alimento_funcional,,,60,buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_hierro,por_100g
42,cacao crudo,theobroma cacao,9,semillas de cacao sin tostar con alto contenido en antioxidantes y magnesio.,america central y del sur,"en polvo, nibs, en batidos, postres o productos horneados.",todo el ano,3,contiene teobromina y cafeina. no recomendado en exceso para personas sensibles a estimulantes.,🔥 antioxidante,polvo,herbanatural,67.0,446.0,18.8,18.8,40.8,3.9,36.9,0.1,24.3,8.5,3.9,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.17,0.24,2.19,1.03,0.37,32.0,0.0,128.0,13.9,499.0,734.0,1524.0,21.0,6.8,3.8,3.8,14.3,0.0,3320,1090.0,0.0,0.0,227.0,materia_prima,,,,,superalimento,,,80,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_calcio|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_potasio|excelente_fuente_potasio,por_100g
43,nibs de cacao,theobroma cacao,9,"fragmentos de semillas de cacao tostadas o crudas, con intenso sabor.",america central y del sur,"como topping, en batidos, postres o productos horneados.",todo el ano,3,contiene teobromina y cafeina. no recomendado en exceso para personas sensibles a estimulantes.,🔥 antioxidante,semilla / grano,herbanatural,68.0,574.0,14.0,4.7,55.6,8.7,46.9,0.1,37.6,6.0,4.7,15.0,g,100,0.0,0.0,0.0,0.0,0.0,0.1,0.14,1.1,0.8,0.12,30.0,0.0,40.0,3.0,272.0,406.0,722.0,5.0,2.0,1.8,1.9,5.0,0.0,1860,620.0,0.0,0.0,136.0,alimento_completo,,,,,superalimento,,,80,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_hierro|buena_fuente_potasio|excelente_fuente_potasio,por_100g
44,chocolate negro,theobroma cacao (procesado),9,"producto elaborado con pasta de cacao, manteca de cacao y poco azucar.",derivado del cacao americano,"como snack, en postres o bebidas.",todo el ano,2,contiene teobromina y cafeina. alto contenido calorico. buscar variedades con alto % de cacao.,🔥 antioxidante,otro,herbanatural,69.0,628.0,20.2,20.1,58.3,11.1,47.2,0.1,36.4,8.5,3.9,15.0,g,100,50.0,0.0,0.0,0.59,2.5,0.03,0.08,0.5,0.33,0.04,6.0,0.0,73.0,11.9,228.0,308.0,715.0,20.0,3.3,1.8,1.9,5.0,0.0,1860,350.0,50.0,0.0,108.0,materia_prima,,,,,alimento_funcional,,hierro (taninos reducen absorcion -60%),60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_potasio|excelente_fuente_potasio,por_100g
45,miel cruda,n/a (producto de abejas),10,"sustancia dulce natural producida por abejas, rica en enzimas y antioxidantes.",mundial,"como endulzante, en infusiones, postres o como remedio natural.",todo el ano,2,no recomendada para ninos menores de 1 ano. alto indice glucemico.,🛡 antibacteriano,endulzante,herbanatural,70.0,515.0,26.9,44.3,20.8,3.9,16.9,0.1,12.4,33.7,1.8,15.0,g,100,0.0,0.5,0.0,0.0,0.0,0.0,0.04,0.12,0.07,0.02,2.0,0.0,6.0,0.4,2.0,4.0,52.0,4.0,0.2,0.04,0.08,0.8,0.0,165,72.0,0.0,0.0,29.7,alimento_completo,,,,,alimento_comun,,,60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra,por_100g
46,sirope de arce,n/a (savia de arce procesada),10,"liquido dulce obtenido de la savia del arce, rico en minerales.",norteamerica,"como endulzante en postres, pancakes o platos salados-dulces.",todo el ano,3,alto indice glucemico. consumir con moderacion.,🔥 antioxidante,endulzante,herbanatural,71.0,375.0,13.0,63.0,6.0,1.0,5.0,0.1,2.8,7.0,1.5,50.0,g,100,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.04,0.04,0.01,0.0,0.0,67.0,0.8,12.0,2.0,212.0,6.0,1.5,0.03,2.3,0.0,0.0,59,0.0,0.0,0.0,8.6,alimento_completo,,,,,alimento_funcional,,,60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra,por_100g
47,stevia,stevia rebaudiana,10,planta sudamericana con hojas extremadamente dulces sin calorias.,sudamerica,"como endulzante en forma de hojas, polvo o extracto liquido.",todo el ano,2,puede tener sabor residual amargo. algunas personas reportan malestar digestivo.,❤ glucemia,endulzante,herbanatural,72.0,364.0,14.7,58.4,6.3,1.3,5.0,0.1,2.9,10.7,0.9,45.0,g,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,materia_prima,,,,,alimento_comun,,,60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra,por_100g
48,azucar de coco,n/a (savia de coco procesada),10,endulzante natural obtenido de la savia de la flor del coco.,sudeste asiatico,"como endulzante en bebidas, postres o productos horneados.",todo el ano,2,"menor indice glucemico que el azucar comun, pero sigue siendo un azucar. consumir con moderacion.",❤ glucemia,endulzante,herbanatural,73.0,343.0,13.3,71.5,3.4,0.7,2.7,0.1,0.9,10.0,1.5,45.0,g,100,0.0,2.0,0.0,0.0,0.0,0.02,0.05,0.35,0.04,0.18,0.0,0.0,8.0,1.0,29.0,79.0,333.0,30.0,0.2,0.13,0.15,0.0,0.0,0,0.0,0.0,0.0,4.3,alimento_completo,,,,,alimento_comun,,,60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra,por_100g
49,baobab,adansonia digitata,4,"fruto del arbol de baobab con alto contenido en vitamina c, calcio y fibra.",africa,"en polvo, en batidos, yogures, postres o como suplemento.",todo el ano,4,relativamente seguro. puede tener efecto laxante en grandes cantidades.,🛡 sistema inmune,polvo,herbanatural,74.0,389.0,16.9,66.3,6.9,1.2,5.7,0.1,2.5,10.6,0.7,55.0,g,100,0.0,280.0,0.0,0.0,0.0,0.04,0.06,2.2,0.05,0.06,0.0,0.0,295.0,4.4,195.0,96.0,1240.0,13.0,0.7,0.34,0.5,0.0,0.0,1400,0.0,0.0,0.0,169.0,alimento_completo,5.0,10.0,g,Critical Reviews in Food Science and Nutrition 59(12):1929-1952 (2019),superalimento,,,60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_calcio|excelente_fuente_calcio|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_vitamina_c|excelente_fuente_vitamina_c|buena_fuente_potasio|excelente_fuente_potasio,por_100g
50,lucuma,pouteria lucuma,4,"fruta sudamericana con pulpa dulce y harinosa, rica en betacarotenos.",peru y chile,"en polvo, como endulzante natural o en postres.",todo el ano,4,relativamente segura. indice glucemico bajo.,❤ glucemia,endulzante,herbanatural,75.0,354.0,12.5,73.5,2.3,0.5,1.8,0.1,1.0,17.3,0.8,25.0,g,100,0.0,2.2,0.0,0.0,0.0,0.02,0.03,1.02,0.26,0.14,14.0,0.0,16.0,0.4,25.0,26.0,89.0,3.0,0.1,0.09,0.05,0.0,0.0,0,0.0,0.0,0.0,18.5,alimento_completo,5.0,15.0,g,Food Chemistry 179:119-127 (2015),superalimento,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra,por_100g
51,maqui,aristotelia chilensis,4,baya purpura oscura nativa de chile con el mayor contenido antioxidante conocido.,"chile, patagonia","en polvo, fresco, en batidos, bowls o como suplemento.",estacional,5,relativamente seguro. puede tener efecto laxante en grandes cantidades.,🔥 antioxidante,fruta / jugo,herbanatural,76.0,320.0,4.6,73.0,1.2,0.2,1.0,0.3,0.2,14.0,65.0,35.0,g,100,1200.0,35.0,0.0,2.5,0.0,0.02,0.05,0.8,0.4,0.08,8.0,0.0,25.0,1.2,18.0,35.0,168.0,8.0,0.3,0.08,0.4,0.2,0.0,5200,1800.0,1200.0,1650.0,275.0,alimento_completo,3.0,10.0,g,International Journal of Molecular Sciences 18(7):1542 (2017),superalimento,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_vitamina_a|excelente_fuente_vitamina_a|buena_fuente_vitamina_c|excelente_fuente_vitamina_c,por_100g
52,frambuesas,rubus idaeus,4,"pequenas bayas rojas ricas en antocianinas, vitamina c y fibra.","europa, asia","frescas, congeladas, en batidos, postres o como snack.",estacional,2,relativamente seguras. pueden interactuar con medicamentos anticoagulantes.,🔥 antioxidante,fruta / jugo,herbanatural,77.0,57.0,5.5,14.5,0.3,0.1,0.2,0.1,0.1,2.4,10.0,53.0,g,100,33.0,26.2,0.0,0.87,7.8,0.03,0.04,0.6,0.33,0.06,21.0,0.0,25.0,0.7,22.0,29.0,151.0,1.0,0.4,0.09,0.67,0.2,0.0,365,120.0,33.0,160.0,52.0,alimento_completo,5.0,15.0,g,Nutrients 8(1):34 (2016),alimento_funcional,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_vitamina_c|excelente_fuente_vitamina_c|libre_de_grasa,por_100g
53,moras,rubus spp.,4,bayas oscuras ricas en antocianinas y propiedades cardioprotectoras.,mundial,"frescas, congeladas, en batidos, postres o como snack.",estacional,2,relativamente seguras. pueden interactuar con medicamentos anticoagulantes.,❤ salud cardiovascular,fruta / jugo,herbanatural,78.0,46.0,0.9,11.9,0.1,0.0,0.1,0.0,0.0,5.3,7.0,25.0,g,100,214.0,21.0,0.0,1.17,19.8,0.02,0.03,0.65,0.28,0.05,25.0,0.0,29.0,0.6,20.0,22.0,162.0,1.0,0.5,0.17,0.65,0.4,0.0,520,180.0,214.0,245.0,73.0,alimento_completo,5.0,15.0,g,Food Chemistry 162:328-334 (2014),alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_fibra|buena_fuente_vitamina_a|excelente_fuente_vitamina_a|buena_fuente_vitamina_c|excelente_fuente_vitamina_c|libre_de_grasa,por_100g
54,calafate,berberis microphylla,4,baya azul oscura patagonica con alto valor antioxidante.,patagonia,"fresco, en mermeladas, jugos o como suplemento.",estacional,5,relativamente seguro. limitada disponibilidad comercial.,🔥 antioxidante,fruta / jugo,herbanatural,79.0,32.0,5.0,7.7,0.1,0.0,0.1,0.0,0.0,2.7,7.3,53.0,g,100,180.0,28.0,0.0,1.2,15.0,0.02,0.04,0.7,0.35,0.07,18.0,0.0,22.0,0.8,16.0,28.0,145.0,2.0,0.3,0.12,0.5,0.3,0.0,480,160.0,180.0,220.0,68.0,materia_prima,,,,,alimento_funcional,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_vitamina_a|excelente_fuente_vitamina_a|buena_fuente_vitamina_c|excelente_fuente_vitamina_c|bajo_en_calorias|libre_de_grasa,por_100g
55,pimienta negra,piper nigrum,6,especia con piperina que mejora absorcion de nutrientes y tiene propiedades digestivas.,india,"en polvo, granos enteros, en platos salados o suplementos.",todo el ano,1,puede causar irritacion gastrica en exceso. potencia absorcion de otros compuestos.,🥬 digestivo,polvo,herbanatural,80.0,25.0,0.9,6.0,0.2,0.0,0.2,0.0,0.0,3.3,4.9,25.0,g,100,27.0,0.0,0.0,1.04,163.0,0.11,0.24,1.14,0.21,0.29,17.0,0.0,443.0,9.7,171.0,158.0,1329.0,20.0,1.4,1.3,12.8,4.9,0.0,1950,0.0,27.0,0.0,34.0,alimento_completo,0.1,0.5,g,Planta Medica 64(4):353-356 (1998),alimento_comun,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_fibra|buena_fuente_calcio|excelente_fuente_calcio|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_potasio|excelente_fuente_potasio|bajo_en_calorias|libre_de_grasa,por_100g
56,canela,cinnamomum verum,6,especia aromatica con propiedades antiinflamatorias y reguladoras de glucemia.,sri lanka,"en polvo, rama, en postres, bebidas calientes o platos salados.",todo el ano,1,puede interactuar con medicamentos para diabetes. consumir con moderacion.,❤ glucemia,polvo,herbanatural,81.0,265.0,15.0,52.0,2.5,0.5,2.0,0.2,0.8,12.0,8.0,45.0,g,100,15.0,3.8,0.0,2.32,31.2,0.02,0.04,1.33,0.36,0.16,6.0,0.0,1002.0,8.3,60.0,64.0,431.0,10.0,1.8,0.34,17.5,3.1,0.0,2675,247.0,15.0,0.0,131.0,alimento_completo,1.0,3.0,g,Pharmacognosy Research 6(1):1-6 (2014),alimento_comun,pimienta negra (+25% biodisponibilidad),,70,bajo_en_grasa|bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_calcio|excelente_fuente_calcio|buena_fuente_hierro|excelente_fuente_hierro|buena_fuente_potasio,por_100g
57,melena de leon,hericium erinaceus,7,hongo blanco con filamentos que mejora funcion cognitiva y salud neuronal.,"america del norte, europa, asia","fresco, en polvo, extracto o suplementos.",todo el ano,4,puede interactuar con medicamentos para diabetes. relativamente seguro.,🧠 cognitivo,hongo funcional,herbanatural,82.0,290.0,18.0,48.0,6.0,1.0,5.0,0.4,1.5,14.0,5.0,35.0,g,100,0.0,0.0,0.0,0.0,0.0,0.03,0.4,3.5,2.6,0.11,0.0,0.0,3.0,0.5,43.0,86.0,448.0,5.0,0.7,0.3,0.05,9.3,0.0,0,0.0,0.0,0.0,19.0,alimento_completo,1.0,3.0,g,International Journal of Medicinal Mushrooms 17(12):1141-1150 (2015),superalimento,,,60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_potasio,por_100g
58,cola de pavo,coriolus versicolor,7,hongo multicolor con propiedades inmunomoduladoras y anticancerigenas.,mundial,"en polvo, extracto o suplementos.",todo el ano,4,puede interactuar con inmunosupresores. relativamente seguro.,🛡 sistema inmune,hongo funcional,herbanatural,83.0,275.0,12.0,55.0,3.0,0.6,2.4,0.1,0.7,10.0,12.0,55.0,g,100,0.0,0.0,0.0,0.0,0.0,0.02,0.3,2.8,1.8,0.08,0.0,0.0,5.0,0.8,25.0,65.0,315.0,8.0,0.4,0.2,0.08,5.2,0.0,0,0.0,0.0,0.0,24.0,alimento_completo,1.0,3.0,g,Evidence-Based Complementary Medicine 2012:251632 (2012),alimento_funcional,,,60,bajo_en_grasa|bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra,por_100g
59,ashwagandha,withania somnifera,6,"raiz adaptogena que reduce estres, ansiedad y mejora energia.","india, africa","en polvo, capsulas o extracto.",todo el ano,3,"no recomendada en embarazo, hipertiroidismo o trastornos autoinmunes.",🧠 estres,polvo,herbanatural,84.0,320.0,22.0,45.0,8.5,1.8,6.7,0.6,2.0,16.0,4.0,30.0,g,100,0.0,3.7,0.0,0.3,0.0,0.08,0.25,0.75,0.28,0.06,9.0,0.0,23.0,0.8,60.0,27.0,668.0,11.0,0.2,0.17,0.5,0.6,0.0,0,0.0,0.0,0.0,14.0,alimento_completo,1.0,6.0,g,Journal of Alternative and Complementary Medicine 18(7):662-668 (2012),adaptogeno,,,60,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_potasio,por_100g
60,ginseng,panax ginseng,6,"raiz adaptogena que aumenta energia, mejora funcion cognitiva y fortalece inmunidad.","asia (china, corea)","en polvo, extracto, capsulas o infusiones.",todo el ano,4,puede interactuar con anticoagulantes y medicamentos para diabetes. no usar con estimulantes.,🧬 energizante,polvo,herbanatural,85.0,310.0,20.0,50.0,6.5,1.2,5.3,0.3,1.8,13.0,6.0,40.0,g,100,0.0,0.0,0.0,0.7,0.0,0.15,0.05,4.6,0.2,0.34,6.0,0.0,8.0,0.7,25.0,30.0,400.0,5.0,0.4,0.3,0.8,0.7,0.0,0,0.0,0.0,0.0,18.0,alimento_completo,1.0,3.0,g,American Journal of Chinese Medicine 41(1):1-22 (2013),adaptogeno,,,70,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_potasio,por_100g
61,rhodiola,rhodiola rosea,6,raiz adaptogena artica que reduce fatiga y mejora resistencia al estres.,regiones articas,"en extracto, capsulas o suplementos.",todo el ano,4,puede causar insomnio si se toma tarde. no usar con antidepresivos sin supervision.,🧬 fatiga cronica,suplemento encapsulado,herbanatural,86.0,295.0,16.0,48.0,5.5,1.0,4.5,0.2,1.2,11.0,9.0,50.0,g,100,0.0,0.0,0.0,0.0,0.0,0.03,0.09,3.2,0.8,0.12,0.0,0.0,40.0,1.5,144.0,101.0,648.0,6.0,0.8,0.05,1.2,0.9,0.0,0,0.0,0.0,0.0,15.0,alimento_completo,0.5,2.0,g,Phytomedicine 17(7):481-493 (2010),adaptogeno,,,65,bajo_en_sodio|buena_fuente_fibra|excelente_fuente_fibra|buena_fuente_potasio,por_100g
